player_id,height,weight,season_exp,jersey,position,team_id,team_name,team_city,full_name,is_active
203084,6-8,225,11,40,Forward,1610612758,Kings,Sacramento,Harrison Barnes,1
1630567,6-8,225,2,4,Forward,1610612761,Raptors,Toronto,Scottie Barnes,1
1629628,6-6,214,4,9,Forward-Guard,1610612752,Knicks,New York,RJ Barrett,1
203115,6-5,181,11,1,Guard,1610612761,Raptors,Toronto,Will Barton,1
1629646,6-9,230,2,28,Center-Forward,1610612759,Spurs,San Antonio,Charles Bassey,1
201587,6-8,230,15,33,Guard-Forward,1610612746,Clippers,LA,Nicolas Batum,1
203145,6-4,195,11,9,Guard-Forward,1610612747,Lakers,Los Angeles,Kent Bazemore,1
1629647,6-9,216,4,55,Forward,1610612756,Suns,Phoenix,Darius Bazley,1
203078,6-4,207,11,3,Guard,1610612756,Suns,Phoenix,Bradley Beal,1
1627736,6-4,187,7,5,Guard,1610612747,Lakers,Los Angeles,Malik Beasley,1
1630699,6-7,199,1,0,Forward,1610612749,Bucks,Milwaukee,MarJon Beauchamp,1
1631262,0,0,0,0,,0,,,Jules Bernard,1
202722,6-10,225,7,44,Forward,1610612742,Mavericks,Dallas,Davis Bertans,1
201976,6-2,180,11,21,Guard,1610612741,Bulls,Chicago,Patrick Beverley,1
1630180,6-7,215,3,41,Forward,1610612737,Hawks,Atlanta,Saddiq Bey,1
1631234,0,0,0,0,,0,,,Marcus Bingham Jr.,1
203920,6-8,233,6,24,Center,1610612759,Spurs,San Antonio,Khem Birch,1
1629048,6-11,250,4,88,Center-Forward,1610612753,Magic,Orlando,Goga Bitadze,1
202687,6-8,255,12,18,Center,1610612756,Suns,Phoenix,Bismack Biyombo,1
1631205,6-6,205,1,27,Forward,1610612765,Pistons,Detroit,Buddy Boeheim,1
202711,6-7,226,9,44,Forward,1610612765,Pistons,Detroit,Bojan Bogdanovic,1
1629626,7-2,220,4,10,Center-Forward,1610612753,Magic,Orlando,Bol Bol,1
1629716,6-10,249,3,0,Center,0,,,Marques Bolden,1
